MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Lot.Shape,Land.Contour,Lot.Config,Land.Slope,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Roof.Style,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Fence,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice,Condition,HasShed,HasAlley,Exterior,Garage_Quality,Exterior_Quality,Garage.Age,Remod.Age,House.Age
20,RL,70.0,10171.0,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,7,5,Gable,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,Ex,Y,SBrkr,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,532.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2010.0,GroupedWD,Normal,5.330413773349191,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
20,RL,100.0,12919.0,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,9,5,Hip,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188.0,Unf,0.0,142.0,2330.0,Ex,Y,SBrkr,2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2.0,1.0,Ex,11.0,Typ,2.0,Attchd,Fin,3.0,820.0,Y,0.0,67.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2010.0,New,Partial,5.786507950304687,Norm,False,False,VinylSd,TA_TA,Ex_TA,1.0,0.0,1.0
120,RL,44.0,6371.0,IR1,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,Gable,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733.0,Unf,0.0,625.0,1358.0,Ex,Y,SBrkr,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,RFn,2.0,484.0,Y,192.0,35.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,New,Partial,5.350248018334163,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,1.0
20,RL,110.0,14300.0,Reg,HLS,Inside,Mod,NridgHt,1Fam,1Story,9,5,Hip,BrkFace,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1473.0,2846.0,Ex,Y,SBrkr,2696.0,0.0,0.0,2696.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,10.0,Typ,2.0,Attchd,Fin,3.0,958.0,Y,220.0,150.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,5.698970004336019,Norm,False,False,VinylSd,TA_TA,Ex_TA,7.0,6.0,7.0
60,RL,105.0,13650.0,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,8,5,Gable,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,Ex,Y,SBrkr,1687.0,563.0,0.0,2250.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,Fin,3.0,756.0,Y,238.0,130.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,5.505149978319906,Norm,False,False,VinylSd,TA_TA,Gd_TA,8.0,8.0,8.0
120,RL,61.0,7658.0,Reg,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,Hip,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,Ex,Y,SBrkr,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Attchd,RFn,2.0,576.0,Y,196.0,82.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2010.0,GroupedWD,Normal,5.505014240084107,Norm,False,False,MetalSd,TA_TA,Ex_TA,5.0,5.0,5.0
120,RL,41.0,7132.0,IR1,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,8,5,Gable,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,Ex,Y,SBrkr,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,RFn,2.0,484.0,Y,120.0,49.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.311753861055754,Norm,False,False,VinylSd,TA_TA,Gd_TA,4.0,4.0,4.0
160,RL,36.0,2628.0,Reg,Lvl,Inside,Gtl,NridgHt,Twnhs,2Story,7,5,Gable,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,Ex,Y,SBrkr,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,Typ,0.0,BuiltIn,RFn,2.0,474.0,Y,0.0,27.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,5.244277120801843,Norm,False,False,VinylSd,TA_TA,Gd_TA,7.0,7.0,7.0
20,RL,100.0,18494.0,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,Ex,Y,SBrkr,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,Fin,2.0,430.0,Y,36.0,23.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2010.0,GroupedWD,Normal,5.299942900022767,Norm,False,False,VinylSd,TA_TA,Gd_TA,5.0,5.0,5.0
120,RL,43.0,3203.0,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,Gable,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,Ex,Y,SBrkr,1145.0,0.0,0.0,1145.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Attchd,Fin,2.0,437.0,Y,100.0,116.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2010.0,GroupedWD,Normal,5.204119982655925,Norm,False,False,VinylSd,TA_TA,Gd_TA,4.0,4.0,4.0
120,RL,43.0,3182.0,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,Gable,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,Ex,Y,SBrkr,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,Fin,2.0,430.0,Y,146.0,20.0,0.0,0.0,144.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.283301228703549,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,5.0,6.0
80,RL,67.0,13300.0,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,Unf,0.0,58.0,384.0,Ex,Y,SBrkr,744.0,630.0,0.0,1374.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,BuiltIn,Fin,2.0,400.0,Y,100.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,5.265996370495079,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
60,RL,68.0,7851.0,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,0.0,235.0,860.0,Ex,Y,SBrkr,860.0,1100.0,0.0,1960.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,2.0,BuiltIn,Fin,2.0,440.0,Y,288.0,48.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.335457900689384,Norm,False,False,VinylSd,TA_TA,Gd_TA,8.0,8.0,8.0
60,RL,63.0,8577.0,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,Ex,Y,SBrkr,847.0,886.0,0.0,1733.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,BuiltIn,Fin,2.0,433.0,Y,144.0,48.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.26737826260638,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
80,RL,68.0,7750.0,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,Gable,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,0.0,134.0,384.0,Ex,Y,SBrkr,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,BuiltIn,Fin,2.0,400.0,Y,180.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.2552725051033065,Norm,False,False,VinylSd,TA_TA,TA_TA,10.0,10.0,10.0
60,RL,68.0,9505.0,IR1,Lvl,CulDSac,Gtl,Gilbert,1Fam,2Story,7,5,Gable,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,Ex,Y,SBrkr,884.0,1151.0,0.0,2035.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,BuiltIn,Fin,2.0,434.0,Y,144.0,48.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.347330015316951,Norm,False,False,VinylSd,TA_TA,Gd_TA,9.0,9.0,9.0
60,RL,108.0,14774.0,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,9,5,Gable,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1393.0,1393.0,Ex,Y,SBrkr,1422.0,1177.0,0.0,2599.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,BuiltIn,Fin,3.0,779.0,Y,668.0,30.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.522663281777946,Norm,False,False,VinylSd,TA_TA,Gd_TA,11.0,11.0,11.0
60,RL,60.0,17433.0,IR2,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,8,5,Hip,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,Ex,Y,SBrkr,1645.0,830.0,0.0,2475.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,7.0,Typ,1.0,Attchd,Fin,3.0,962.0,Y,23.0,172.0,0.0,0.0,256.0,0.0,NoFence,0.0,1.0,2010.0,GroupedWD,Normal,5.550228353055094,Norm,False,False,VinylSd,TA_TA,Gd_TA,12.0,12.0,12.0
20,RL,59.0,10593.0,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,1Story,7,5,Hip,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,Ex,Y,SBrkr,1720.0,0.0,0.0,1720.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,Fin,2.0,527.0,Y,240.0,56.0,154.0,0.0,0.0,0.0,NoFence,0.0,3.0,2010.0,GroupedWD,Normal,5.415640979896154,Norm,False,False,VinylSd,TA_TA,Gd_TA,14.0,14.0,14.0
60,RL,98.0,12256.0,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,8,5,Gable,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,Ex,Y,SBrkr,1500.0,1122.0,0.0,2622.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,2.0,Attchd,RFn,2.0,712.0,Y,186.0,32.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.511883360978874,Norm,False,False,HdBoard,TA_TA,Gd_TA,16.0,15.0,16.0
60,RL,92.0,11764.0,IR1,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,8,7,Gable,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,Ex,Y,SBrkr,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,Fin,3.0,671.0,Y,132.0,57.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.4623979978989565,Norm,False,False,VinylSd,TA_TA,Gd_TA,11.0,3.0,11.0
60,RL,58.0,16770.0,IR2,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,Gable,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,Gd,Y,SBrkr,1195.0,644.0,0.0,1839.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,Attchd,Fin,2.0,486.0,Y,0.0,81.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,5.344392273685111,Norm,False,False,VinylSd,TA_TA,Gd_TA,12.0,12.0,12.0
50,RL,56.0,14720.0,IR1,Lvl,CulDSac,Gtl,NoRidge,1Fam,1.5Fin,8,5,Hip,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,Ex,Y,SBrkr,2053.0,1185.0,0.0,3238.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,Fin,3.0,666.0,Y,283.0,86.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2010.0,GroupedWD,Normal,5.6127838567197355,Norm,False,False,VinylSd,TA_TA,Gd_TA,14.0,14.0,15.0
20,RL,73.0,8987.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,BrkFace,226.0,Gd,TA,PConc,Gd,TA,NA,Unf,0.0,Unf,0.0,1595.0,1595.0,Ex,Y,SBrkr,1595.0,0.0,0.0,1595.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,RFn,3.0,880.0,Y,144.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.345373730559088,Norm,False,False,VinylSd,TA_TA,Gd_TA,5.0,4.0,5.0
20,FV,92.0,9215.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,Hip,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,Ex,Y,SBrkr,1218.0,0.0,0.0,1218.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,Attchd,RFn,2.0,676.0,Y,0.0,136.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,New,Partial,5.310693312343361,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,0.0,1.0
60,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,Ex,Y,SBrkr,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,Unf,2.0,614.0,Y,169.0,45.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,Other,Normal,5.332842266994351,Norm,False,False,VinylSd,TA_TA,TA_TA,1.0,1.0,1.0
20,FV,75.0,9000.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,Ex,Y,SBrkr,1566.0,0.0,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,750.0,Y,144.0,168.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.419129307741976,Norm,False,False,VinylSd,TA_TA,Gd_TA,2.0,2.0,2.0
60,FV,100.0,12552.0,Reg,Lvl,Corner,Gtl,Somerst,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,769.0,991.0,Ex,Y,SBrkr,991.0,956.0,0.0,1947.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,RFn,2.0,678.0,Y,0.0,136.0,0.0,0.0,0.0,0.0,GdWo,0.0,5.0,2010.0,GroupedWD,Normal,5.406369835469268,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,5.0,6.0
20,FV,84.0,10440.0,Reg,Lvl,Corner,Gtl,Somerst,1Fam,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,Ex,Y,SBrkr,1468.0,0.0,0.0,1468.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,Fin,2.0,528.0,Y,0.0,102.0,0.0,0.0,216.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.433769833924866,Norm,False,False,VinylSd,TA_TA,Gd_TA,5.0,5.0,5.0
60,RL,76.0,10142.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,Ex,Y,SBrkr,956.0,1128.0,0.0,2084.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,BuiltIn,RFn,2.0,618.0,Y,0.0,45.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2010.0,GroupedWD,Normal,5.367355921026019,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
60,RL,70.0,11920.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,5,Gable,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,831.0,831.0,Ex,Y,SBrkr,831.0,828.0,0.0,1659.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,Attchd,RFn,2.0,484.0,Y,144.0,68.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.2576785748691846,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
60,RL,68.0,8880.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,Ex,Y,SBrkr,1222.0,888.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,2.0,Attchd,RFn,2.0,463.0,Y,0.0,130.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.311753861055754,Norm,False,False,VinylSd,TA_TA,Gd_TA,16.0,8.0,16.0
120,RL,50.0,8012.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,TA,Y,SBrkr,923.0,0.0,0.0,923.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Attchd,RFn,1.0,264.0,Y,80.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,5.155336037465061,Norm,False,False,Plywood,TA_TA,TA_TA,30.0,30.0,30.0
60,RL,70.0,11218.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,Ex,Y,SBrkr,1055.0,790.0,0.0,1845.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,RFn,2.0,462.0,Y,635.0,104.0,0.0,0.0,0.0,0.0,GdPrv,400.0,5.0,2010.0,GroupedWD,Normal,5.276461804173244,Norm,True,False,Wd Sdng,TA_TA,Gd_TA,18.0,18.0,18.0
120,RL,55.0,7892.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,TA,Y,SBrkr,918.0,0.0,0.0,918.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Attchd,Unf,1.0,264.0,Y,28.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,4.997823080745725,Norm,False,False,Plywood,TA_TA,TA_TA,31.0,31.0,31.0
120,RL,50.0,7175.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0.0,744.0,TA,Y,SBrkr,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,Unf,1.0,264.0,Y,353.0,0.0,0.0,0.0,90.0,0.0,MnPrv,0.0,2.0,2010.0,GroupedWD,Normal,5.096910013008056,Norm,False,False,Plywood,TA_TA,TA_TA,26.0,26.0,26.0
60,RL,68.0,9453.0,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,7,7,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,Ex,Y,SBrkr,1014.0,730.0,0.0,1744.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,457.0,Y,370.0,70.0,0.0,238.0,0.0,0.0,NoFence,0.0,2.0,2010.0,GroupedWD,Normal,5.288919605661727,Railroad,False,False,HdBoard,TA_TA,Gd_TA,17.0,7.0,17.0
20,RL,81.0,9672.0,Reg,Lvl,Corner,Gtl,SawyerW,1Fam,1Story,6,5,Hip,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,TA,Y,SBrkr,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,2.0,480.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdPrv,0.0,5.0,2010.0,GroupedWD,Normal,5.181843587944773,Norm,False,False,HdBoard,TA_TA,TA_TA,24.0,25.0,26.0
60,RL,70.0,8400.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,6,Gable,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,TA,Y,SBrkr,888.0,676.0,0.0,1564.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,Unf,2.0,476.0,Y,0.0,50.0,0.0,0.0,204.0,0.0,MnPrv,0.0,4.0,2010.0,GroupedWD,Normal,5.232996110392154,Norm,False,False,HdBoard,TA_TA,TA_TA,30.0,29.0,30.0
30,RH,70.0,9800.0,Reg,Lvl,Corner,Gtl,SawyerW,1Fam,1Story,5,5,Gable,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,TA,N,FuseA,1012.0,0.0,0.0,1012.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,1.0,429.0,Y,121.0,0.0,80.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,4.829303772831025,Roads,False,False,Wd Sdng,TA_TA,TA_Fa,90.0,60.0,90.0
90,RM,68.0,8930.0,Reg,Lvl,Inside,Gtl,Sawyer,Duplex,1.5Fin,6,5,Gable,None,0.0,TA,TA,Other,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,1318.0,584.0,0.0,1902.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,Attchd,Unf,2.0,539.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,5.049218022670182,Railroad,False,False,VinylSd,TA_TA,TA_TA,32.0,32.0,32.0
85,RL,88.0,11782.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,SFoyer,5,7,Gable,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,TA,Y,SBrkr,1155.0,0.0,0.0,1155.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Min2,0.0,Detchd,Unf,2.0,576.0,Y,192.0,0.0,0.0,0.0,0.0,0.0,MnPrv,400.0,6.0,2010.0,GroupedWD,Normal,5.1702617153949575,Norm,True,False,HdBoard,TA_TA,TA_TA,23.0,15.0,49.0
20,RL,65.0,8450.0,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,8,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Detchd,Unf,1.0,336.0,Y,416.0,144.0,0.0,0.0,0.0,0.0,MnPrv,0.0,4.0,2010.0,GroupedWD,Normal,5.141449773400467,Railroad,False,False,MetalSd,TA_TA,TA_Gd,37.0,1.0,45.0
20,RL,68.0,9819.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,TA,Y,SBrkr,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,1.0,280.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,2.0,2010.0,GroupedWD,Normal,5.086359830674748,Norm,False,False,MetalSd,TA_TA,TA_Gd,40.0,43.0,43.0
